tag	EP	MP	LP	SP	LSP
DehaBAV1_0255	12.27888225	11.96000559	40.98770206	48.98526532	50.53423658
DehaBAV1_0376	28.91248437	25.9380987	26.17444922	11.12869587	0
DehaBAV1_0041	1.070832754	0.948711042	1.29575803	0	0
DehaBAV1_1187	19.06082303	10.2701896	7.689191493	11.47883109	0
DehaBAV1_0475	15.20582511	11.71064999	7.615338928	4.029377458	0
DehaBAV1_1326	0	0	0	0	0
DehaBAV1_1019	215.7371056	227.2930261	69.63686821	127.8455729	0
DehaBAV1_1320	7.424440431	5.316958951	5.042151903	7.449453634	0
DehaBAV1_0137	4.140553317	4.13624353	4.03497922	0	0
DehaBAV1_0207	5.853885724	12.69527298	211.3928315	97.52942624	50.53423658
DehaBAV1_1259	17.91860142	15.17931133	17.459756	4.029377458	0
DehaBAV1_0941	4.497497569	5.694800749	83.35544598	0	0
DehaBAV1_0949	2.712776311	3.11854971	1.277428995	0	0
DehaBAV1_0752	104.441888	68.96629051	33.51377977	30.31614665	0
DehaBAV1_0273	0	0	0	0	0
DehaBAV1_0075	1.713332407	9.317300115	20.86311385	7.099318409	0
DehaBAV1_0424	41.61969972	35.90964451	25.73869516	23.21682824	0
DehaBAV1_1041	0.499721952	0.222730397	0.067564078	0	0
DehaBAV1_0937	5.139997221	126.5285925	458.4873648	77.73267418	0
DehaBAV1_0911	36.97942445	31.10598252	35.95812713	64.75263992	50.53423658
DehaBAV1_0482	53.25608232	43.29508604	33.07173723	82.02121769	50.53423658
DehaBAV1_0494	38.97831226	35.66444651	30.5598258	40.48540601	50.53423658
DehaBAV1_0453	53.82719312	45.45858981	20.37758833	43.10454947	50.53423658
DehaBAV1_1164	62.89357711	72.44989635	190.6709857	89.91177572	50.53423658
DehaBAV1_1045	44.61803143	43.98416143	37.06898553	31.0164171	0
DehaBAV1_0925	90.09272907	68.13164743	60.17321808	40.83554123	0
DehaBAV1_0638	27.98442932	24.7388282	14.21721669	40.9265104	0
DehaBAV1_0361	85.4524538	82.86566831	44.69061295	63.44306819	0
DehaBAV1_0617	4.069164467	4.639175778	5.48419444	0	0
DehaBAV1_0077	11.0652718	12.47042829	21.35439143	18.5781495	50.53423658
DehaBAV1_0650	22.34471014	19.17389589	11.85301038	8.058754915	0
DehaBAV1_0977	0	0	0	0	0
DehaBAV1_0748	8.281106634	5.008314764	3.469849074	4.029377458	0
DehaBAV1_0664	19.20360073	26.43522559	55.03152324	56.43471895	50.53423658
DehaBAV1_1210	83.31078829	72.31352079	135.9138616	98.92996714	101.0684732
DehaBAV1_0529	179.1860142	156.054914	71.80681647	99.44829925	101.0684732
DehaBAV1_0095	6.068052275	5.099055307	2.98485998	12.08813237	0
DehaBAV1_1269	16.49082442	68.93979204	94.44263106	35.30496061	0
DehaBAV1_0803	14.13499236	12.4294771	8.984949523	14.19863682	0
DehaBAV1_0294	0.285555401	0.371106124	0.202692234	0	0
DehaBAV1_0851	3.997775616	4.289050875	2.935624937	0	0
DehaBAV1_0448	69.53274019	92.40935441	50.27435032	96.56998973	101.0684732
DehaBAV1_0264	114.8646601	121.544313	197.2989416	101.9999081	0
DehaBAV1_1275	7.21027388	19.27500542	2.794208294	0	0
DehaBAV1_0575	117.2204922	112.8843841	40.8284928	144.5958185	0
DehaBAV1_1237	16.34804672	14.90417995	11.33082679	12.08813237	0
DehaBAV1_0295	0.571110802	0.85353888	2.088197931	0	0
DehaBAV1_1066	77.67106912	91.18159511	218.6119958	58.80438945	50.53423658
DehaBAV1_1239	17.63304602	20.27263511	19.33268473	35.04579456	0
DehaBAV1_0232	29.98331712	75.36574237	24.61472336	34.08635805	0
DehaBAV1_0505	18.27554568	22.22294276	29.87682368	41.53581168	0
DehaBAV1_0238	20.13165578	30.42859967	70.90747229	15.15807332	101.0684732
DehaBAV1_0588	215.9512721	230.7400339	325.6012192	204.9455112	101.0684732
DehaBAV1_1076	83.45356599	75.81205262	41.39883858	67.92324314	0
DehaBAV1_1126	50.54330601	52.80844589	103.6167716	37.41546506	0
DehaBAV_RF0058	81.59745589	265.7578804	534.0330652	284.6880276	0
DehaBAV1_0756	18.63248993	20.41676237	8.020723396	25.67746791	0
DehaBAV1_0496	45.11775339	46.04301985	44.91845913	75.97230496	0
DehaBAV1_0767	71.03190604	64.11129742	224.301416	42.14511296	0
DehaBAV1_0624	28.98387322	14.53742831	8.726733759	38.11573551	0
DehaBAV1_0379	54.75524818	32.38799677	13.65891145	60.72326246	50.53423658
DehaBAV1_0166	169.762686	228.8012787	114.9805015	256.5830477	101.0684732
DehaBAV1_1261	12.3502711	15.09349029	55.01212135	33.82719199	0
DehaBAV1_0633	29.48359517	27.19226401	28.22491623	26.28676919	0
DehaBAV1_0456	25.05748645	24.91197131	11.07889952	30.31614665	50.53423658
DehaBAV1_0772	23.2727652	34.34291446	46.44727897	15.50820855	0
DehaBAV1_0038	9.280550538	7.583561665	6.331621446	14.54877204	0
DehaBAV1_0890	21.20248854	29.33407205	24.97087278	23.21682824	50.53423658
DehaBAV1_0173	4.640275269	18.12790028	159.4590638	62.48363168	50.53423658
DehaBAV1_0587	259.9981928	304.5270073	360.9841728	207.4971201	0
DehaBAV1_0144	1.284999305	3.598081207	5.263709597	0	0
DehaBAV1_0685	18.06137912	17.03781704	11.34340377	4.029377458	0
DehaBAV1_0782	85.0241207	29.49478675	2.911007415	15.50820855	50.53423658
DehaBAV1_0577	43.90414293	30.80181255	15.29248987	19.53758601	50.53423658
DehaBAV1_0960	60.1808008	69.87300599	12.93403563	42.14511296	0
DehaBAV1_0006	45.11775339	40.62438777	31.91739585	18.5781495	50.53423658
DehaBAV1_0764	33.48137079	29.31241034	16.35464966	22.25739173	0
DehaBAV1_1073	14.06360351	10.46069435	8.714693211	19.18745078	0
DehaBAV1_0837	6.139441125	8.045975693	10.74107913	0	0
DehaBAV1_1052	24.2722091	24.29849228	11.99442702	18.5781495	0
DehaBAV1_0437	44.33247603	29.53158456	30.25866348	33.3860876	0
DehaBAV1_0136	7.35305158	11.28590352	22.43434383	28.39727364	0
DehaBAV1_0393	14.70610316	17.22297497	18.6821979	11.47883109	0
DehaBAV1_1189	1.213610455	1.417659181	1.209864917	0	0
DehaBAV1_1296	57.89635759	61.0056825	148.684933	72.55222878	0
DehaBAV1_1254	32.69609343	64.7241168	101.7851802	46.52462565	0
DehaBAV1_1346	24.9860976	23.7331104	23.42947596	33.12692154	0
DehaBAV1_0503	50.11497291	54.70056992	73.96511199	47.74322821	101.0684732
DehaBAV1_0724	50.11497291	94.04994173	142.8122224	33.73622282	50.53423658
DehaBAV1_0993	1.856110108	2.108516224	2.818825816	4.029377458	0
DehaBAV1_1085	32.26776033	24.19042324	8.818915358	11.12869587	0
DehaBAV1_0141	0.214166551	0.974046746	1.081025248	0	0
DehaBAV1_0743	13.49249271	11.86903791	14.07580004	15.15807332	50.53423658
DehaBAV1_0720	104.5132768	83.57981303	91.23114637	74.312598	50.53423658
DehaBAV1_0964	17.06193522	15.06032437	26.67830377	8.058754915	0
DehaBAV1_0561	37.12220215	54.43996755	78.13414651	57.30318629	0
DehaBAV1_0735	57.25385794	62.28197138	50.73940111	57.56235235	0
DehaBAV1_0614	21.05971084	22.91331903	18.75551403	40.83554123	50.53423658
DehaBAV1_1095	5.282774922	3.832355113	2.4014008	4.029377458	0
DehaBAV1_0414	15.20582511	13.3621974	13.03825778	29.35671014	0
DehaBAV1_0487	34.19525929	30.46207413	34.47639662	60.11396118	0
DehaBAV1_1222	39.40664536	40.48849867	26.43895347	33.73622282	50.53423658
DehaBAV1_0318	15.99110247	17.59432527	16.91924338	11.47883109	0
DehaBAV1_0754	4.711664119	5.468527904	6.362527454	0	0
DehaBAV1_1386	7.21027388	6.868815988	10.21314347	0	0
DehaBAV1_1103	7.924162383	8.604505966	7.486499259	0	0
DehaBAV1_1312	15.41999166	17.00590462	28.53236703	8.058754915	0
DehaBAV1_0186	0	0.02971622	0	0	0
DehaBAV1_1338	30.19748367	23.61181653	37.80014984	12.08813237	101.0684732
DehaBAV1_0081	0.214166551	0.066482808	0	0	0
DehaBAV1_0695	10.70832754	14.19509813	37.95828624	29.70684537	0
DehaBAV1_0809	22.27332129	20.41440955	8.290979708	4.029377458	0
DehaBAV1_0725	6.068052275	6.916817545	14.12449866	11.12869587	0
DehaBAV1_1028	14.06360351	14.00387175	8.714693211	4.029377458	0
DehaBAV1_1229	21.77359934	19.07433376	19.8983513	16.11750983	0
DehaBAV1_0581	9.63749479	7.151338469	7.805990614	0	0
DehaBAV1_0932	118.5768803	132.8798071	136.4590534	45.47421997	0
DehaBAV1_1148	1.927498958	1.266741839	2.634462616	0	0
DehaBAV1_1293	20.98832199	15.31579718	31.28938083	11.12869587	50.53423658
DehaBAV1_0253	16.27665787	23.39045607	64.78375872	37.156299	0
DehaBAV1_0187	0.07138885	0.19260343	0.135128156	0	0
DehaBAV1_0151	1.499165856	3.422566364	4.207301871	0	0
DehaBAV1_1268	6.210829976	4.573678192	10.16966049	0	0
DehaBAV1_0438	39.90636731	21.24751046	14.83787036	31.62571838	0
DehaBAV1_R0007	0.214166551	0.089354034	0.135128156	14.19863682	0
DehaBAV1_1161	31.12553873	37.48007031	191.1270659	48.98526532	50.53423658
DehaBAV1_0606	39.40664536	15.76469206	13.3944072	14.54877204	101.0684732
DehaBAV1_0626	252.71653	259.4414427	297.4891985	199.0882299	50.53423658
DehaBAV1_0984	20.84554429	20.1610132	16.82759821	4.029377458	0
DehaBAV1_0031	44.40386488	46.29355754	34.93262541	32.77678632	0
DehaBAV1_0523	5.853885724	9.020610184	13.20375552	0	0
DehaBAV1_1319	2.213054359	1.872506584	3.88727409	0	0
DehaBAV1_0516	44.40386488	30.47251364	30.4304497	27.59634092	0
DehaBAV1_1230	2.35583206	2.851960712	1.38793963	0	0
DehaBAV1_0355	11.4936049	10.67489512	5.736121718	23.56696346	0
DehaBAV1_1155	11.2080495	8.586384359	12.80519596	4.029377458	0
DehaBAV1_0584	6.496385377	6.994115117	8.106616509	7.449453634	50.53423658
DehaBAV1_0383	16.70499097	17.17193777	18.76809101	14.89890727	0
DehaBAV1_0734	6.853329628	5.163252977	8.812626872	7.449453634	0
DehaBAV1_0025	19.27498958	19.6166575	16.23156205	4.029377458	0
DehaBAV1_0678	126.5724316	89.04131894	46.30011027	88.57876944	50.53423658
DehaBAV1_1185	5.568330323	4.669543609	7.17329639	8.058754915	0
DehaBAV1_0806	139.6365912	158.3606342	368.8359407	128.2866773	0
DehaBAV1_0568	74.24440431	71.19375917	35.76801187	42.49524819	50.53423658
DehaBAV1_1071	89.16467402	60.67470277	49.22998315	53.53297489	0
DehaBAV1_0813	12.4930488	13.02247225	3.224210284	28.39727364	0
DehaBAV1_R0023	0	0	0	0	0
DehaBAV1_0051	324.1053803	308.9809456	429.6667097	256.8090861	252.6711829
DehaBAV1_0701	68.74746283	59.32403746	26.6657268	57.39415546	0
DehaBAV1_0291	4.069164467	5.711921523	10.03506876	14.54877204	0
DehaBAV1_R0010	0	0.169937578	0.270256312	0	0
DehaBAV1_0972	10.77971639	9.438039388	23.21420676	14.54877204	0
DehaBAV1_1173	3.498053664	3.586223965	3.162934692	4.029377458	0
DehaBAV1_0302	0.214166551	0.520919465	1.277428995	0	0
DehaBAV1_1136	146.8468651	141.4545254	53.56612469	102.8683754	0
DehaBAV1_0012	16.91915752	17.95613753	25.86124635	15.50820855	0
DehaBAV1_0303	5.282774922	6.398224863	7.093155339	11.12869587	0
DehaBAV1_0201	1.784721257	1.715154994	14.91225935	4.029377458	50.53423658
DehaBAV1_1175	5.139997221	3.974835577	4.096254811	15.50820855	0
DehaBAV1_0913	83.59634369	89.3718349	112.0957209	56.43471895	0
DehaBAV1_1372	41.76247742	30.70138632	29.77942645	22.25739173	0
DehaBAV1_1021	14.56332546	14.44462172	5.103427494	11.12869587	0
DehaBAV1_0289	0	0	0	0	0
DehaBAV1_0936	8.566662035	417.4083308	4774.542115	771.0324044	454.8081292
DehaBAV1_0578	208.883776	196.0149024	170.4427118	262.2390044	303.2054195
DehaBAV1_R0044	0.142777701	0.341389904	0.58345918	22.60752696	0
DehaBAV1_1119	18.56110108	15.16245085	16.39130773	7.099318409	0
DehaBAV1_1199	2.641387461	3.490888074	6.945986635	8.058754915	0
DehaBAV1_0604	43.11886558	19.8689863	15.14478474	21.99822568	50.53423658
DehaBAV1_0750	183.7549007	156.7483396	76.01143621	105.5881812	0
DehaBAV1_0704	21.48804394	17.21090194	36.85893196	14.19863682	0
DehaBAV1_0722	16.06249132	14.48985738	6.565219688	21.99822568	0
DehaBAV1_0089	2.569998611	7.824506417	20.52475704	14.54877204	0
DehaBAV1_0317	40.83442237	37.30878694	36.47977429	8.058754915	0
DehaBAV1_R0040	2.42722091	3.348776712	2.106526966	0	0
DehaBAV1_1115	30.91137218	37.40932388	30.53520828	40.83554123	0
DehaBAV1_0635	149.0599194	136.4889477	100.1212322	150.4530998	0
DehaBAV1_0519	39.62081191	35.48296023	17.073237	22.95766218	101.0684732
DehaBAV1_0531	13.27832615	12.83078733	9.55583173	30.66628187	0
DehaBAV1_0947	6.424996526	6.939920176	4.206765445	0	0
DehaBAV1_0594	4.497497569	2.608736975	4.206765445	7.449453634	0
DehaBAV1_1322	1.284999305	9.002184302	1.166918361	0	0
DehaBAV1_1355	16.13388017	13.01806051	12.50403364	0	0
DehaBAV1_0999	70.74635064	62.41022617	50.84469611	61.5917298	0
DehaBAV1_0551	74.67273741	65.25893874	56.13770243	89.72983738	50.53423658
DehaBAV1_1096	36.12275825	32.49262129	79.56088991	36.80616378	0
DehaBAV1_1146	71.74579455	57.70275898	43.56771399	30.66628187	0
DehaBAV1_0191	23.7010983	19.15602746	28.0903245	22.60752696	101.0684732
DehaBAV1_0718	4.568886419	4.153466509	4.120872332	0	0
DehaBAV1_0016	3.498053664	10.87006524	76.4371468	14.54877204	0
DehaBAV1_1285	15.77693591	14.06858237	3.807669464	33.73622282	0
DehaBAV1_0234	35.12331434	32.78419677	42.14833193	47.67569359	50.53423658
DehaBAV1_1022	163.9088003	152.5192724	237.1879744	137.0457026	0
DehaBAV1_0801	1.070832754	2.226277103	1.658195942	11.12869587	50.53423658
DehaBAV1_1013	12.13610455	15.70625761	10.93748287	7.099318409	0
DehaBAV1_0098	6.282218826	7.388836825	11.32453831	4.029377458	0
DehaBAV1_1158	6.068052275	8.666849123	22.51341203	11.47883109	50.53423658
DehaBAV1_0954	42.40497707	526.0374468	19.60294104	188.0505032	50.53423658
DehaBAV1_1145	13.56388156	6.675262827	5.017534381	0	0
DehaBAV1_1178	9.494717089	8.453255013	6.853805035	7.449453634	0
DehaBAV1_0314	36.12275825	25.93563753	27.30470951	25.67746791	0
DehaBAV1_0270	54.68385933	77.02662626	209.7102572	56.95305106	0
DehaBAV1_0382	23.4155429	32.20636045	52.33003297	23.56696346	0
DehaBAV1_1231	11.27943835	10.98628015	6.988933191	18.5781495	50.53423658
DehaBAV1_0968	5.496941473	5.325180998	1.369610595	0	0
DehaBAV1_0538	205.8854442	148.7322698	37.5665516	157.9935226	0
DehaBAV1_0374	23.5583206	21.6643297	17.57655513	19.18745078	0
DehaBAV1_1112	2.49860976	1.952884755	4.366511123	0	0
DehaBAV1_0184	1.356388156	1.19595565	2.468964878	0	0
DehaBAV1_0013	4.426108718	6.757781325	42.64536157	0	0
DehaBAV1_0274	0.785277353	0.974868239	1.615249385	0	0
DehaBAV1_0647	25.84276381	23.47121992	17.52210445	56.43471895	0
DehaBAV1_0228	18.48971223	38.75697667	29.79775548	14.54877204	0
DehaBAV1_0451	74.10162661	63.81549197	36.45515677	51.9642371	101.0684732
DehaBAV1_0583	59.68107885	49.26470587	33.42788666	26.63690442	0
DehaBAV1_0867	70.24662869	61.45758466	33.5933844	59.76382596	50.53423658
DehaBAV1_1051	1.356388156	1.337486383	1.074736761	0	0
DehaBAV1_0353	36.0513694	31.85506579	18.41194158	42.49524819	0
DehaBAV1_1344	26.91359656	19.87851676	8.345966812	12.08813237	0
DehaBAV1_1102	10.56554984	13.60287856	14.81217999	14.19863682	0
DehaBAV1_0618	8.780828586	9.684626232	12.00646757	12.08813237	151.6027097
DehaBAV1_0043	13.99221466	10.85348441	8.966620488	18.5781495	0
DehaBAV1_0177	21.20248854	18.92292523	21.08359869	32.77678632	0
DehaBAV1_0364	46.18858614	41.92243629	28.36686929	68.1727161	101.0684732
DehaBAV1_0630	51.75691646	94.27650843	184.3796287	105.8707818	50.53423658
DehaBAV1_0057	75.38662591	110.9264744	163.71414	72.46125961	0
DehaBAV1_1383	38.40720146	28.92103186	16.19544041	37.41546506	50.53423658
DehaBAV1_0780	12.42165995	6.15786074	0.58345918	12.08813237	0
DehaBAV1_0411	228.2301544	190.8455663	75.00426353	146.4237224	50.53423658
DehaBAV1_0492	37.6219241	34.44625564	19.8611568	26.28676919	151.6027097
DehaBAV1_1361	15.99110247	21.01469308	21.28629093	8.058754915	0
DehaBAV1_0612	65.03524262	51.92549507	51.50039857	76.8407723	50.53423658
DehaBAV1_0156	0.999443904	1.588623625	1.860888176	0	0
DehaBAV1_1250	99.73022386	120.545002	253.99641	100.6903364	50.53423658
DehaBAV1_0870	213.4526624	183.6390804	183.8874269	162.8913674	151.6027097
DehaBAV1_1345	40.62025582	32.98464603	21.26167341	55.03417805	0
DehaBAV1_1209	97.01744755	84.84726515	114.9371671	100.6903364	101.0684732
DehaBAV1_R0018	0.07138885	0.066688182	0	0	0
DehaBAV1_0985	11.99332685	11.44157664	9.605066773	7.449453634	0
DehaBAV1_0874	109.4391075	102.2887395	136.4423336	78.60114152	50.53423658
DehaBAV1_1152	43.11886558	36.56531973	21.71629292	56.34374978	0
DehaBAV1_0507	44.04692063	39.89053196	58.336411	44.95588786	101.0684732
DehaBAV_RF0055	19.56054498	10.7895754	2.874349346	0	0
DehaBAV1_R0034	0.428333102	0.431154685	0.135128156	7.449453634	0
DehaBAV1_0226	44.40386488	84.26651762	6.509696158	38.11573551	0
DehaBAV1_1341	18.56110108	14.37262602	4.796513112	7.099318409	0
DehaBAV1_1130	3.926386766	4.202315591	2.597804547	0	0
DehaBAV1_0643	63.17913251	62.35387199	56.39016614	75.88133579	50.53423658
DehaBAV1_1352	80.66940083	93.13652468	145.4907044	49.24443137	0
DehaBAV1_1128	16.34804672	16.85967303	38.07669464	7.099318409	0
DehaBAV1_0808	19.48915613	21.9730794	8.149563065	7.099318409	0
DehaBAV1_0769	17.13332407	18.17283496	23.14664268	4.029377458	0
DehaBAV1_0500	50.97163911	50.97710253	73.7634926	72.29306272	0
DehaBAV1_1142	15.56276936	14.49528983	19.33268473	18.5781495	0
DehaBAV1_1366	16.84776867	13.53879967	36.41167379	48.28499487	0
DehaBAV1_0247	219.5207147	190.9803249	161.2482451	92.95828213	0
DehaBAV1_1314	22.20193244	35.27126646	34.19463619	7.099318409	101.0684732
DehaBAV1_1240	75.24384821	81.49000895	61.74444806	60.11396118	50.53423658
DehaBAV1_0761	12.0647157	12.11093239	14.21721669	7.099318409	50.53423658
DehaBAV1_0465	11.7791603	10.06347598	5.447536371	4.029377458	0
DehaBAV1_0308	39.12108996	38.1725623	31.02594943	18.22801428	0
DehaBAV1_0940	4.997219521	7.55026039	83.24439892	7.099318409	0
DehaBAV1_0877	38.47859031	29.5742275	17.17799557	15.50820855	0
DehaBAV1_1124	3.854997916	5.551608114	5.355354771	0	0
DehaBAV1_0476	53.18469347	51.38013522	37.48065849	54.77501199	0
DehaBAV1_0432	19.98887808	15.67416635	18.36163369	11.12869587	50.53423658
DehaBAV1_1121	1.784721257	2.813798155	5.367395319	0	0
DehaBAV1_0570	5.282774922	4.877890761	3.60497723	0	0
DehaBAV1_1092	25.1288753	26.70996895	30.79235119	30.40711582	0
DehaBAV1_0049	21.70221049	14.49950046	10.7164616	8.058754915	50.53423658
DehaBAV1_0008	12.2074934	10.67776089	15.0583552	8.058754915	0
DehaBAV1_0445	89.94995137	46.372879	62.7154991	61.07339769	101.0684732
DehaBAV1_0775	4.92583067	4.881988768	3.813957951	4.029377458	0
DehaBAV1_0130	57.68219104	67.80056168	31.38209886	42.14511296	0
DehaBAV1_1191	121.5752121	118.5056763	83.81957253	98.7480288	0
DehaBAV1_1276	12.0647157	26.03885519	4.231382967	15.15807332	0
DehaBAV1_0900	47.5449743	73.84869471	43.92746978	29.35671014	0
DehaBAV1_1183	16.84776867	14.4720495	27.55610036	31.62571838	0
DehaBAV1_0935	11.7791603	12.77939048	11.95723253	22.95766218	0
DehaBAV1_0340	0.356944251	1.466318502	0.33782039	0	0
DehaBAV1_0082	9.351939389	11.63263313	26.49340414	4.029377458	0
DehaBAV1_1331	3.355275964	6.132011122	41.07827438	7.099318409	0
DehaBAV1_1207	21.77359934	20.43971073	11.9698095	16.11750983	50.53423658
DehaBAV1_0146	2.284443209	9.594091062	15.51458399	7.099318409	0
DehaBAV1_0020	19.06082303	17.03549972	16.96272636	18.5781495	0
DehaBAV1_1108	375.9336856	364.3292619	291.0164577	373.8995329	0
DehaBAV1_0320	86.95161966	75.91631465	114.0671197	70.00061994	0
DehaBAV1_1087	32.69609343	23.0411825	10.26237852	26.28676919	0
DehaBAV1_0479	174.3315724	126.0059931	89.44303791	152.1128068	0
DehaBAV1_0602	39.76358961	80.03692333	29.43585399	100.5993672	0
DehaBAV1_0220	2.712776311	2.451590758	1.651907455	0	0
DehaBAV1_0559	116.5779925	114.1872925	60.05173975	94.10935006	505.3423658
DehaBAV1_0514	74.38718201	62.71337308	48.73241708	12.08813237	101.0684732
DehaBAV1_1375	155.3421382	143.2241214	145.3775117	123.0152627	50.53423658
DehaBAV1_0162	42.26219937	46.46403365	67.36016429	40.83554123	0
DehaBAV1_1266	3.926386766	3.487277948	5.306119728	7.449453634	0
DehaBAV1_0885	150.4876964	137.5969188	70.15222689	95.67808785	0
DehaBAV1_0847	2366.39761	3272.835141	9363.049991	2263.245184	1111.753205
DehaBAV1_0283	0	0.02971622	0.178074712	0	0
DehaBAV1_1384	16.70499097	22.85430253	20.11937257	26.63690442	50.53423658
DehaBAV1_0832	2.641387461	3.204020568	1.326664038	11.47883109	0
DehaBAV1_0219	2.998331712	2.322964013	0.872044527	0	0
DehaBAV1_0821	0.999443904	1.560550391	0.448331024	0	0
DehaBAV1_0547	58.18191299	38.66892545	41.24538139	34.69565933	50.53423658
DehaBAV1_0217	9.923050191	8.832977356	8.996990071	8.058754915	0
DehaBAV1_0676	1.570554706	3.461130209	2.732932703	15.15807332	0
DehaBAV1_0671	40.47747812	34.10119789	20.51218006	26.63690442	50.53423658
DehaBAV1_0791	37.83609066	52.81368101	70.69488521	45.21505392	50.53423658
DehaBAV1_0843	1.070832754	0.548915564	0.202692234	4.029377458	0
DehaBAV1_0334	15.91971362	130.808064	73.45243544	117.9589141	50.53423658
DehaBAV1_1336	37.26497985	40.60715437	74.97228467	30.66628187	0
DehaBAV1_1297	3.498053664	5.814715224	11.15904057	7.099318409	0
DehaBAV1_0564	249.5040318	285.2628214	266.4058771	299.7551318	0
DehaBAV1_0391	31.33970528	25.32578189	17.24555965	12.08813237	0
DehaBAV1_0733	13.92082581	14.57061696	33.43256587	14.54877204	0
DehaBAV1_0149	0.499721952	3.0260474	5.110252406	0	0
DehaBAV1_1272	7.638606981	20.91440032	1.547685307	0	0
DehaBAV1_0263	22.98720979	36.83076873	115.6812962	29.44767931	0
DehaBAV1_0591	14.49193661	15.40033818	10.60648739	38.11573551	50.53423658
DehaBAV1_0239	7.35305158	7.466452396	3.07704158	0	0
DehaBAV1_0902	96.01800365	105.640832	71.84869017	75.62216973	50.53423658
DehaBAV1_R0025	0	0	0.067564078	0	0
DehaBAV1_0654	0.499721952	0.355696014	0.067564078	0	0
DehaBAV1_0111	0.07138885	0.533094706	2.59151606	0	0
DehaBAV1_0693	4.997219521	2.965947737	1.590631864	8.058754915	0
DehaBAV1_0662	86.80884196	71.88923098	38.1065278	107.5070542	0
DehaBAV1_0280	0	0.103249396	0.178074712	0	0
DehaBAV1_0682	153.4146393	166.7527537	207.3419082	196.3684242	0
DehaBAV1_0461	55.25497013	42.8567589	23.23360864	45.47421997	0
DehaBAV1_0074	6.353607676	43.94865639	55.60040836	30.31614665	0
DehaBAV1_0033	8.638050886	6.787035695	3.003189015	7.449453634	0
DehaBAV1_R0036	0	0	0.067564078	0	0
DehaBAV1_0119	12.0647157	7.864296347	11.49057247	0	0
DehaBAV1_0827	19.06082303	10.73911502	5.116004468	58.45425423	0
DehaBAV1_1030	7.424440431	8.94198432	6.644824314	7.099318409	0
DehaBAV1_0771	14.99165856	8.270526074	13.19800345	7.099318409	0
DehaBAV1_1061	5.711108024	6.475968673	3.893562577	7.099318409	0
DehaBAV1_R0001	0	0	0	0	0
DehaBAV1_0920	75.88634786	48.49763298	52.70451143	64.14333864	0
DehaBAV1_0988	1.570554706	0.647450833	5.588416588	0	50.53423658
DehaBAV1_0327	14.70610316	17.19788013	15.51297472	7.449453634	0
DehaBAV1_0996	8.209717784	6.947792037	3.783051942	25.67746791	0
DehaBAV1_1282	6.068052275	2.110611601	0.761533893	0	0
DehaBAV1_0544	49.6866398	40.71405319	60.72416198	48.89429615	50.53423658
DehaBAV1_0265	39.33525651	51.11910265	24.80483862	61.8743304	0
DehaBAV1_1144	7.781384682	8.890715708	20.05756055	11.12869587	0
DehaBAV1_0708	20.55998888	16.96768862	15.78376745	4.029377458	0
DehaBAV1_0023	16.70499097	11.28078811	10.96892531	23.56696346	0
DehaBAV1_0330	713.5315587	677.5803565	673.901823	400.7956033	252.6711829
DehaBAV1_0666	4.640275269	33.86743786	59.24818353	70.63335577	50.53423658
DehaBAV1_0672	23.91526485	19.94446388	12.1782538	34.43649327	0
DehaBAV1_0607	51.18580566	37.40095895	26.65314982	11.12869587	0
DehaBAV1_0528	21.34526624	17.09999647	6.835476	8.058754915	0
DehaBAV1_0914	21.13109969	21.35813011	41.90737235	23.56696346	0
DehaBAV1_0497	4.354719868	4.712821581	2.376783278	0	50.53423658
DehaBAV1_R0042	0	0	0.067564078	0	0
DehaBAV1_0502	57.68219104	49.37632258	54.72621813	34.34552411	0
DehaBAV1_0363	18.98943418	22.91638402	32.03365854	12.08813237	0
DehaBAV1_0922	95.16133744	55.36670596	24.04330473	69.04118344	50.53423658
DehaBAV1_0442	76.45745866	44.86802365	32.55009007	31.62571838	0
DehaBAV1_0669	42.76192133	36.06640835	36.166035	33.73622282	50.53423658
DehaBAV1_0970	41.11997777	37.56576454	43.62216467	52.57353838	0
DehaBAV1_0610	139.2082581	141.9984732	97.19082287	74.38013263	0
DehaBAV1_0698	1.927498958	1.371018102	1.910123219	0	0
DehaBAV1_1280	5.425552622	3.660543143	1.38793963	0	0
DehaBAV1_0358	58.82441264	61.65029126	36.6950435	50.46303394	0
DehaBAV1_0251	5.996663425	5.59530629	4.415746166	0	0
DehaBAV1_1357	6.139441125	5.015278538	3.494466596	7.449453634	0
DehaBAV1_0404	23.20137635	21.01565609	29.88993708	62.83376691	151.6027097
DehaBAV1_0312	30.19748367	23.20557735	13.73222759	15.50820855	0
DehaBAV1_0641	16.84776867	18.82362287	26.6657268	18.5781495	50.53423658
DehaBAV1_1024	6.567774227	7.395014597	6.368815941	0	0
DehaBAV1_0091	0.642499653	2.86623133	4.514216252	0	0
DehaBAV1_1011	39.33525651	86.95253561	33.34252997	25.67746791	0
DehaBAV1_0372	4.640275269	5.167505255	4.231382967	11.47883109	0
DehaBAV1_0557	23.05859864	28.40005183	16.42850223	48.63513009	0
DehaBAV1_0189	0.142777701	0.185758435	0.558841659	0	0
DehaBAV1_0952	54.96941473	440.6524344	25.75648777	146.955796	0
DehaBAV1_1117	0.07138885	0.466201151	5.090850521	0	0
DehaBAV1_1227	6.496385377	6.646820491	5.011245894	7.099318409	0
